SKU,MaterialName,Category,Supplier,UnitPrice,StockQty,Status,UpdatedAt
SKU-038812,Material3812,Packaging,Acme Corp,28.14,1684,Active,2026-05-09
SKU-038813,Material3813,Fixture,Umbrella,29.51,1691,Discontinued,2026-06-20
SKU-038814,Material3814,Consumable,Acme Corp,30.88,1698,Pending,2026-01-04
SKU-038815,Material3815,Raw Material,Umbrella,32.25,1705,Backorder,2026-02-15
SKU-038816,Material3816,Component,Acme Corp,33.62,1712,Active,2026-03-26
SKU-038817,Material3817,Packaging,Umbrella,34.99,1719,Discontinued,2026-04-10
SKU-038818,Material3818,Fixture,Acme Corp,36.36,1726,Pending,2026-05-21
SKU-038819,Material3819,Consumable,Umbrella,37.73,1733,Backorder,2026-06-05
SKU-038820,Material3820,Raw Material,Acme Corp,39.10,1740,Active,2026-01-16
SKU-038821,Material3821,Component,Umbrella,40.47,1747,Discontinued,2026-02-27
SKU-038822,Material3822,Packaging,Acme Corp,41.84,1754,Pending,2026-03-11
SKU-038823,Material3823,Fixture,Umbrella,43.21,1761,Backorder,2026-04-22
SKU-038824,Material3824,Consumable,Acme Corp,44.58,1768,Active,2026-05-06
SKU-038825,Material3825,Raw Material,Umbrella,45.95,1775,Discontinued,2026-06-17
SKU-038826,Material3826,Component,Acme Corp,47.32,1782,Pending,2026-01-01
SKU-038827,Material3827,Packaging,Umbrella,48.69,1789,Backorder,2026-02-12
SKU-038828,Material3828,Fixture,Acme Corp,50.06,1796,Active,2026-03-23
SKU-038829,Material3829,Consumable,Umbrella,51.43,1803,Discontinued,2026-04-07
SKU-038830,Material3830,Raw Material,Acme Corp,52.80,1810,Pending,2026-05-18
SKU-038831,Material3831,Component,Umbrella,54.17,1817,Backorder,2026-06-02
SKU-038832,Material3832,Packaging,Acme Corp,55.54,1824,Active,2026-01-13
SKU-038833,Material3833,Fixture,Umbrella,56.91,1831,Discontinued,2026-02-24
SKU-038834,Material3834,Consumable,Acme Corp,58.28,1838,Pending,2026-03-08
SKU-038835,Material3835,Raw Material,Umbrella,10.75,1845,Backorder,2026-04-19
SKU-038836,Material3836,Component,Acme Corp,12.12,1852,Active,2026-05-03
SKU-038837,Material3837,Packaging,Umbrella,13.49,1859,Discontinued,2026-06-14
SKU-038838,Material3838,Fixture,Acme Corp,14.86,1866,Pending,2026-01-25
SKU-038839,Material3839,Consumable,Umbrella,16.23,1873,Backorder,2026-02-09
SKU-038840,Material3840,Raw Material,Acme Corp,17.60,1880,Active,2026-03-20
SKU-038841,Material3841,Component,Umbrella,18.97,1887,Discontinued,2026-04-04
SKU-038842,Material3842,Packaging,Acme Corp,20.34,1894,Pending,2026-05-15
SKU-038843,Material3843,Fixture,Umbrella,21.71,1901,Backorder,2026-06-26
SKU-038844,Material3844,Consumable,Acme Corp,23.08,1908,Active,2026-01-10
SKU-038845,Material3845,Raw Material,Umbrella,24.45,1915,Discontinued,2026-02-21
SKU-038846,Material3846,Component,Acme Corp,25.82,1922,Pending,2026-03-05
SKU-038847,Material3847,Packaging,Umbrella,27.19,1929,Backorder,2026-04-16
SKU-038848,Material3848,Fixture,Acme Corp,28.56,1936,Active,2026-05-27
SKU-038849,Material3849,Consumable,Umbrella,29.93,1943,Discontinued,2026-06-11
SKU-038850,Material3850,Raw Material,Acme Corp,31.30,1950,Pending,2026-01-22
SKU-038851,Material3851,Component,Umbrella,32.67,1957,Backorder,2026-02-06
SKU-038852,Material3852,Packaging,Acme Corp,34.04,1964,Active,2026-03-17
SKU-038853,Material3853,Fixture,Umbrella,35.41,1971,Discontinued,2026-04-01
SKU-038854,Material3854,Consumable,Acme Corp,36.78,1978,Pending,2026-05-12
SKU-038855,Material3855,Raw Material,Umbrella,38.15,1985,Backorder,2026-06-23
SKU-038856,Material3856,Component,Acme Corp,39.52,1992,Active,2026-01-07
SKU-038857,Material3857,Packaging,Umbrella,40.89,1999,Discontinued,2026-02-18
SKU-038858,Material3858,Fixture,Acme Corp,42.26,6,Pending,2026-03-02
SKU-038859,Material3859,Consumable,Umbrella,43.63,13,Backorder,2026-04-13
SKU-038860,Material3860,Raw Material,Acme Corp,45.00,20,Active,2026-05-24
SKU-038861,Material3861,Component,Umbrella,46.37,27,Discontinued,2026-06-08
SKU-038862,Material3862,Packaging,Acme Corp,47.74,34,Pending,2026-01-19
SKU-038863,Material3863,Fixture,Umbrella,49.11,41,Backorder,2026-02-03
SKU-038864,Material3864,Consumable,Acme Corp,50.48,48,Active,2026-03-14
SKU-038865,Material3865,Raw Material,Umbrella,51.85,55,Discontinued,2026-04-25
SKU-038866,Material3866,Component,Acme Corp,53.22,62,Pending,2026-05-09
SKU-038867,Material3867,Packaging,Umbrella,54.59,69,Backorder,2026-06-20
SKU-038868,Material3868,Fixture,Acme Corp,55.96,76,Active,2026-01-04
SKU-038869,Material3869,Consumable,Umbrella,57.33,83,Discontinued,2026-02-15
SKU-038870,Material3870,Raw Material,Acme Corp,58.70,90,Pending,2026-03-26
SKU-038871,Material3871,Component,Umbrella,11.17,97,Backorder,2026-04-10
SKU-038872,Material3872,Packaging,Acme Corp,12.54,104,Active,2026-05-21
SKU-038873,Material3873,Fixture,Umbrella,13.91,111,Discontinued,2026-06-05
SKU-038874,Material3874,Consumable,Acme Corp,15.28,118,Pending,2026-01-16
SKU-038875,Material3875,Raw Material,Umbrella,16.65,125,Backorder,2026-02-27
SKU-038876,Material3876,Component,Acme Corp,18.02,132,Active,2026-03-11
SKU-038877,Material3877,Packaging,Umbrella,19.39,139,Discontinued,2026-04-22
SKU-038878,Material3878,Fixture,Acme Corp,20.76,146,Pending,2026-05-06
SKU-038879,Material3879,Consumable,Umbrella,22.13,153,Backorder,2026-06-17
SKU-038880,Material3880,Raw Material,Acme Corp,23.50,160,Active,2026-01-01
SKU-038881,Material3881,Component,Umbrella,24.87,167,Discontinued,2026-02-12
SKU-038882,Material3882,Packaging,Acme Corp,26.24,174,Pending,2026-03-23
SKU-038883,Material3883,Fixture,Umbrella,27.61,181,Backorder,2026-04-07
SKU-038884,Material3884,Consumable,Acme Corp,28.98,188,Active,2026-05-18
SKU-038885,Material3885,Raw Material,Umbrella,30.35,195,Discontinued,2026-06-02
SKU-038886,Material3886,Component,Acme Corp,31.72,202,Pending,2026-01-13
SKU-038887,Material3887,Packaging,Umbrella,33.09,209,Backorder,2026-02-24
SKU-038888,Material3888,Fixture,Acme Corp,34.46,216,Active,2026-03-08
SKU-038889,Material3889,Consumable,Umbrella,35.83,223,Discontinued,2026-04-19
SKU-038890,Material3890,Raw Material,Acme Corp,37.20,230,Pending,2026-05-03
SKU-038891,Material3891,Component,Umbrella,38.57,237,Backorder,2026-06-14
SKU-038892,Material3892,Packaging,Acme Corp,39.94,244,Active,2026-01-25
SKU-038893,Material3893,Fixture,Umbrella,41.31,251,Discontinued,2026-02-09
SKU-038894,Material3894,Consumable,Acme Corp,42.68,258,Pending,2026-03-20
SKU-038895,Material3895,Raw Material,Umbrella,44.05,265,Backorder,2026-04-04
SKU-038896,Material3896,Component,Acme Corp,45.42,272,Active,2026-05-15
SKU-038897,Material3897,Packaging,Umbrella,46.79,279,Discontinued,2026-06-26
SKU-038898,Material3898,Fixture,Acme Corp,48.16,286,Pending,2026-01-10
SKU-038899,Material3899,Consumable,Umbrella,49.53,293,Backorder,2026-02-21
SKU-038900,Material3900,Raw Material,Acme Corp,50.90,300,Active,2026-03-05
SKU-038901,Material3901,Component,Umbrella,52.27,307,Discontinued,2026-04-16
SKU-038902,Material3902,Packaging,Acme Corp,53.64,314,Pending,2026-05-27
SKU-038903,Material3903,Fixture,Umbrella,55.01,321,Backorder,2026-06-11
SKU-038904,Material3904,Consumable,Acme Corp,56.38,328,Active,2026-01-22
SKU-038905,Material3905,Raw Material,Umbrella,57.75,335,Discontinued,2026-02-06
SKU-038906,Material3906,Component,Acme Corp,10.22,342,Pending,2026-03-17
SKU-038907,Material3907,Packaging,Umbrella,11.59,349,Backorder,2026-04-01
SKU-038908,Material3908,Fixture,Acme Corp,12.96,356,Active,2026-05-12
SKU-038909,Material3909,Consumable,Umbrella,14.33,363,Discontinued,2026-06-23
SKU-038910,Material3910,Raw Material,Acme Corp,15.70,370,Pending,2026-01-07
SKU-038911,Material3911,Component,Umbrella,17.07,377,Backorder,2026-02-18
SKU-038912,Material3912,Packaging,Acme Corp,18.44,384,Active,2026-03-02
SKU-038913,Material3913,Fixture,Umbrella,19.81,391,Discontinued,2026-04-13
SKU-038914,Material3914,Consumable,Acme Corp,21.18,398,Pending,2026-05-24
SKU-038915,Material3915,Raw Material,Umbrella,22.55,405,Backorder,2026-06-08
SKU-038916,Material3916,Component,Acme Corp,23.92,412,Active,2026-01-19
SKU-038917,Material3917,Packaging,Umbrella,25.29,419,Discontinued,2026-02-03
SKU-038918,Material3918,Fixture,Acme Corp,26.66,426,Pending,2026-03-14
SKU-038919,Material3919,Consumable,Umbrella,28.03,433,Backorder,2026-04-25
SKU-038920,Material3920,Raw Material,Acme Corp,29.40,440,Active,2026-05-09
SKU-038921,Material3921,Component,Umbrella,30.77,447,Discontinued,2026-06-20
SKU-038922,Material3922,Packaging,Acme Corp,32.14,454,Pending,2026-01-04
SKU-038923,Material3923,Fixture,Umbrella,33.51,461,Backorder,2026-02-15
SKU-038924,Material3924,Consumable,Acme Corp,34.88,468,Active,2026-03-26
SKU-038925,Material3925,Raw Material,Umbrella,36.25,475,Discontinued,2026-04-10
SKU-038926,Material3926,Component,Acme Corp,37.62,482,Pending,2026-05-21
SKU-038927,Material3927,Packaging,Umbrella,38.99,489,Backorder,2026-06-05
SKU-038928,Material3928,Fixture,Acme Corp,40.36,496,Active,2026-01-16
SKU-038929,Material3929,Consumable,Umbrella,41.73,503,Discontinued,2026-02-27
SKU-038930,Material3930,Raw Material,Acme Corp,43.10,510,Pending,2026-03-11
SKU-038931,Material3931,Component,Umbrella,44.47,517,Backorder,2026-04-22
SKU-038932,Material3932,Packaging,Acme Corp,45.84,524,Active,2026-05-06
SKU-038933,Material3933,Fixture,Umbrella,47.21,531,Discontinued,2026-06-17
SKU-038934,Material3934,Consumable,Acme Corp,48.58,538,Pending,2026-01-01
SKU-038935,Material3935,Raw Material,Umbrella,49.95,545,Backorder,2026-02-12
SKU-038936,Material3936,Component,Acme Corp,51.32,552,Active,2026-03-23
SKU-038937,Material3937,Packaging,Umbrella,52.69,559,Discontinued,2026-04-07
SKU-038938,Material3938,Fixture,Acme Corp,54.06,566,Pending,2026-05-18
SKU-038939,Material3939,Consumable,Umbrella,55.43,573,Backorder,2026-06-02
SKU-038940,Material3940,Raw Material,Acme Corp,56.80,580,Active,2026-01-13
SKU-038941,Material3941,Component,Umbrella,58.17,587,Discontinued,2026-02-24
SKU-038942,Material3942,Packaging,Acme Corp,10.64,594,Pending,2026-03-08
SKU-038943,Material3943,Fixture,Umbrella,12.01,601,Backorder,2026-04-19
SKU-038944,Material3944,Consumable,Acme Corp,13.38,608,Active,2026-05-03
SKU-038945,Material3945,Raw Material,Umbrella,14.75,615,Discontinued,2026-06-14
SKU-038946,Material3946,Component,Acme Corp,16.12,622,Pending,2026-01-25
SKU-038947,Material3947,Packaging,Umbrella,17.49,629,Backorder,2026-02-09
SKU-038948,Material3948,Fixture,Acme Corp,18.86,636,Active,2026-03-20
SKU-038949,Material3949,Consumable,Umbrella,20.23,643,Discontinued,2026-04-04
SKU-038950,Material3950,Raw Material,Acme Corp,21.60,650,Pending,2026-05-15
SKU-038951,Material3951,Component,Umbrella,22.97,657,Backorder,2026-06-26
SKU-038952,Material3952,Packaging,Acme Corp,24.34,664,Active,2026-01-10
SKU-038953,Material3953,Fixture,Umbrella,25.71,671,Discontinued,2026-02-21
SKU-038954,Material3954,Consumable,Acme Corp,27.08,678,Pending,2026-03-05
SKU-038955,Material3955,Raw Material,Umbrella,28.45,685,Backorder,2026-04-16
SKU-038956,Material3956,Component,Acme Corp,29.82,692,Active,2026-05-27
SKU-038957,Material3957,Packaging,Umbrella,31.19,699,Discontinued,2026-06-11
SKU-038958,Material3958,Fixture,Acme Corp,32.56,706,Pending,2026-01-22
SKU-038959,Material3959,Consumable,Umbrella,33.93,713,Backorder,2026-02-06
SKU-038960,Material3960,Raw Material,Acme Corp,35.30,720,Active,2026-03-17
SKU-038961,Material3961,Component,Umbrella,36.67,727,Discontinued,2026-04-01
SKU-038962,Material3962,Packaging,Acme Corp,38.04,734,Pending,2026-05-12
SKU-038963,Material3963,Fixture,Umbrella,39.41,741,Backorder,2026-06-23
SKU-038964,Material3964,Consumable,Acme Corp,40.78,748,Active,2026-01-07
SKU-038965,Material3965,Raw Material,Umbrella,42.15,755,Discontinued,2026-02-18
SKU-038966,Material3966,Component,Acme Corp,43.52,762,Pending,2026-03-02
SKU-038967,Material3967,Packaging,Umbrella,44.89,769,Backorder,2026-04-13
SKU-038968,Material3968,Fixture,Acme Corp,46.26,776,Active,2026-05-24
SKU-038969,Material3969,Consumable,Umbrella,47.63,783,Discontinued,2026-06-08
SKU-038970,Material3970,Raw Material,Acme Corp,49.00,790,Pending,2026-01-19
SKU-038971,Material3971,Component,Umbrella,50.37,797,Backorder,2026-02-03
SKU-038972,Material3972,Packaging,Acme Corp,51.74,804,Active,2026-03-14
SKU-038973,Material3973,Fixture,Umbrella,53.11,811,Discontinued,2026-04-25
SKU-038974,Material3974,Consumable,Acme Corp,54.48,818,Pending,2026-05-09
SKU-038975,Material3975,Raw Material,Umbrella,55.85,825,Backorder,2026-06-20
SKU-038976,Material3976,Component,Acme Corp,57.22,832,Active,2026-01-04
SKU-038977,Material3977,Packaging,Umbrella,58.59,839,Discontinued,2026-02-15
SKU-038978,Material3978,Fixture,Acme Corp,11.06,846,Pending,2026-03-26
SKU-038979,Material3979,Consumable,Umbrella,12.43,853,Backorder,2026-04-10
SKU-038980,Material3980,Raw Material,Acme Corp,13.80,860,Active,2026-05-21
SKU-038981,Material3981,Component,Umbrella,15.17,867,Discontinued,2026-06-05
SKU-038982,Material3982,Packaging,Acme Corp,16.54,874,Pending,2026-01-16
SKU-038983,Material3983,Fixture,Umbrella,17.91,881,Backorder,2026-02-27
SKU-038984,Material3984,Consumable,Acme Corp,19.28,888,Active,2026-03-11
SKU-038985,Material3985,Raw Material,Umbrella,20.65,895,Discontinued,2026-04-22
SKU-038986,Material3986,Component,Acme Corp,22.02,902,Pending,2026-05-06
SKU-038987,Material3987,Packaging,Umbrella,23.39,909,Backorder,2026-06-17
SKU-038988,Material3988,Fixture,Acme Corp,24.76,916,Active,2026-01-01
SKU-038989,Material3989,Consumable,Umbrella,26.13,923,Discontinued,2026-02-12
SKU-038990,Material3990,Raw Material,Acme Corp,27.50,930,Pending,2026-03-23
SKU-038991,Material3991,Component,Umbrella,28.87,937,Backorder,2026-04-07
SKU-038992,Material3992,Packaging,Acme Corp,30.24,944,Active,2026-05-18
SKU-038993,Material3993,Fixture,Umbrella,31.61,951,Discontinued,2026-06-02
SKU-038994,Material3994,Consumable,Acme Corp,32.98,958,Pending,2026-01-13
SKU-038995,Material3995,Raw Material,Umbrella,34.35,965,Backorder,2026-02-24
SKU-038996,Material3996,Component,Acme Corp,35.72,972,Active,2026-03-08
SKU-038997,Material3997,Packaging,Umbrella,37.09,979,Discontinued,2026-04-19
SKU-038998,Material3998,Fixture,Acme Corp,38.46,986,Pending,2026-05-03
SKU-038999,Material3999,Consumable,Umbrella,39.83,993,Backorder,2026-06-14
SKU-039000,Material4000,Raw Material,Acme Corp,41.20,1000,Active,2026-01-25
SKU-039001,Material4001,Component,Umbrella,42.57,1007,Discontinued,2026-02-09
SKU-039002,Material4002,Packaging,Acme Corp,43.94,1014,Pending,2026-03-20
SKU-039003,Material4003,Fixture,Umbrella,45.31,1021,Backorder,2026-04-04
SKU-039004,Material4004,Consumable,Acme Corp,46.68,1028,Active,2026-05-15
SKU-039005,Material4005,Raw Material,Umbrella,48.05,1035,Discontinued,2026-06-26
SKU-039006,Material4006,Component,Acme Corp,49.42,1042,Pending,2026-01-10
SKU-039007,Material4007,Packaging,Umbrella,50.79,1049,Backorder,2026-02-21
SKU-039008,Material4008,Fixture,Acme Corp,52.16,1056,Active,2026-03-05
SKU-039009,Material4009,Consumable,Umbrella,53.53,1063,Discontinued,2026-04-16
SKU-039010,Material4010,Raw Material,Acme Corp,54.90,1070,Pending,2026-05-27
SKU-039011,Material4011,Component,Umbrella,56.27,1077,Backorder,2026-06-11
SKU-039012,Material4012,Packaging,Acme Corp,57.64,1084,Active,2026-01-22
SKU-039013,Material4013,Fixture,Umbrella,10.11,1091,Discontinued,2026-02-06
SKU-039014,Material4014,Consumable,Acme Corp,11.48,1098,Pending,2026-03-17
SKU-039015,Material4015,Raw Material,Umbrella,12.85,1105,Backorder,2026-04-01
SKU-039016,Material4016,Component,Acme Corp,14.22,1112,Active,2026-05-12
SKU-039017,Material4017,Packaging,Umbrella,15.59,1119,Discontinued,2026-06-23
SKU-039018,Material4018,Fixture,Acme Corp,16.96,1126,Pending,2026-01-07
SKU-039019,Material4019,Consumable,Umbrella,18.33,1133,Backorder,2026-02-18
SKU-039020,Material4020,Raw Material,Acme Corp,19.70,1140,Active,2026-03-02
SKU-039021,Material4021,Component,Umbrella,21.07,1147,Discontinued,2026-04-13
SKU-039022,Material4022,Packaging,Acme Corp,22.44,1154,Pending,2026-05-24
SKU-039023,Material4023,Fixture,Umbrella,23.81,1161,Backorder,2026-06-08
SKU-039024,Material4024,Consumable,Acme Corp,25.18,1168,Active,2026-01-19
SKU-039025,Material4025,Raw Material,Umbrella,26.55,1175,Discontinued,2026-02-03
SKU-039026,Material4026,Component,Acme Corp,27.92,1182,Pending,2026-03-14
SKU-039027,Material4027,Packaging,Umbrella,29.29,1189,Backorder,2026-04-25
SKU-039028,Material4028,Fixture,Acme Corp,30.66,1196,Active,2026-05-09
SKU-039029,Material4029,Consumable,Umbrella,32.03,1203,Discontinued,2026-06-20
SKU-039030,Material4030,Raw Material,Acme Corp,33.40,1210,Pending,2026-01-04
SKU-039031,Material4031,Component,Umbrella,34.77,1217,Backorder,2026-02-15
SKU-039032,Material4032,Packaging,Acme Corp,36.14,1224,Active,2026-03-26
SKU-039033,Material4033,Fixture,Umbrella,37.51,1231,Discontinued,2026-04-10
SKU-039034,Material4034,Consumable,Acme Corp,38.88,1238,Pending,2026-05-21
SKU-039035,Material4035,Raw Material,Umbrella,40.25,1245,Backorder,2026-06-05
SKU-039036,Material4036,Component,Acme Corp,41.62,1252,Active,2026-01-16
SKU-039037,Material4037,Packaging,Umbrella,42.99,1259,Discontinued,2026-02-27
SKU-039038,Material4038,Fixture,Acme Corp,44.36,1266,Pending,2026-03-11
SKU-039039,Material4039,Consumable,Umbrella,45.73,1273,Backorder,2026-04-22
SKU-039040,Material4040,Raw Material,Acme Corp,47.10,1280,Active,2026-05-06
SKU-039041,Material4041,Component,Umbrella,48.47,1287,Discontinued,2026-06-17
SKU-039042,Material4042,Packaging,Acme Corp,49.84,1294,Pending,2026-01-01
SKU-039043,Material4043,Fixture,Umbrella,51.21,1301,Backorder,2026-02-12
SKU-039044,Material4044,Consumable,Acme Corp,52.58,1308,Active,2026-03-23
SKU-039045,Material4045,Raw Material,Umbrella,53.95,1315,Discontinued,2026-04-07
SKU-039046,Material4046,Component,Acme Corp,55.32,1322,Pending,2026-05-18
SKU-039047,Material4047,Packaging,Umbrella,56.69,1329,Backorder,2026-06-02
SKU-039048,Material4048,Fixture,Acme Corp,58.06,1336,Active,2026-01-13
SKU-039049,Material4049,Consumable,Umbrella,10.53,1343,Discontinued,2026-02-24
SKU-039050,Material4050,Raw Material,Acme Corp,11.90,1350,Pending,2026-03-08
SKU-039051,Material4051,Component,Umbrella,13.27,1357,Backorder,2026-04-19
SKU-039052,Material4052,Packaging,Acme Corp,14.64,1364,Active,2026-05-03
SKU-039053,Material4053,Fixture,Umbrella,16.01,1371,Discontinued,2026-06-14
SKU-039054,Material4054,Consumable,Acme Corp,17.38,1378,Pending,2026-01-25
SKU-039055,Material4055,Raw Material,Umbrella,18.75,1385,Backorder,2026-02-09
SKU-039056,Material4056,Component,Acme Corp,20.12,1392,Active,2026-03-20
SKU-039057,Material4057,Packaging,Umbrella,21.49,1399,Discontinued,2026-04-04
SKU-039058,Material4058,Fixture,Acme Corp,22.86,1406,Pending,2026-05-15
SKU-039059,Material4059,Consumable,Umbrella,24.23,1413,Backorder,2026-06-26
SKU-039060,Material4060,Raw Material,Acme Corp,25.60,1420,Active,2026-01-10
SKU-039061,Material4061,Component,Umbrella,26.97,1427,Discontinued,2026-02-21
SKU-039062,Material4062,Packaging,Acme Corp,28.34,1434,Pending,2026-03-05
SKU-039063,Material4063,Fixture,Umbrella,29.71,1441,Backorder,2026-04-16
SKU-039064,Material4064,Consumable,Acme Corp,31.08,1448,Active,2026-05-27
SKU-039065,Material4065,Raw Material,Umbrella,32.45,1455,Discontinued,2026-06-11
SKU-039066,Material4066,Component,Acme Corp,33.82,1462,Pending,2026-01-22
SKU-039067,Material4067,Packaging,Umbrella,35.19,1469,Backorder,2026-02-06
SKU-039068,Material4068,Fixture,Acme Corp,36.56,1476,Active,2026-03-17
SKU-039069,Material4069,Consumable,Umbrella,37.93,1483,Discontinued,2026-04-01
SKU-039070,Material4070,Raw Material,Acme Corp,39.30,1490,Pending,2026-05-12
SKU-039071,Material4071,Component,Umbrella,40.67,1497,Backorder,2026-06-23
SKU-039072,Material4072,Packaging,Acme Corp,42.04,1504,Active,2026-01-07
SKU-039073,Material4073,Fixture,Umbrella,43.41,1511,Discontinued,2026-02-18
SKU-039074,Material4074,Consumable,Acme Corp,44.78,1518,Pending,2026-03-02
SKU-039075,Material4075,Raw Material,Umbrella,46.15,1525,Backorder,2026-04-13
SKU-039076,Material4076,Component,Acme Corp,47.52,1532,Active,2026-05-24
SKU-039077,Material4077,Packaging,Umbrella,48.89,1539,Discontinued,2026-06-08
SKU-039078,Material4078,Fixture,Acme Corp,50.26,1546,Pending,2026-01-19
SKU-039079,Material4079,Consumable,Umbrella,51.63,1553,Backorder,2026-02-03
SKU-039080,Material4080,Raw Material,Acme Corp,53.00,1560,Active,2026-03-14
SKU-039081,Material4081,Component,Umbrella,54.37,1567,Discontinued,2026-04-25
SKU-039082,Material4082,Packaging,Acme Corp,55.74,1574,Pending,2026-05-09
SKU-039083,Material4083,Fixture,Umbrella,57.11,1581,Backorder,2026-06-20
SKU-039084,Material4084,Consumable,Acme Corp,58.48,1588,Active,2026-01-04
SKU-039085,Material4085,Raw Material,Umbrella,10.95,1595,Discontinued,2026-02-15
SKU-039086,Material4086,Component,Acme Corp,12.32,1602,Pending,2026-03-26
SKU-039087,Material4087,Packaging,Umbrella,13.69,1609,Backorder,2026-04-10
SKU-039088,Material4088,Fixture,Acme Corp,15.06,1616,Active,2026-05-21
SKU-039089,Material4089,Consumable,Umbrella,16.43,1623,Discontinued,2026-06-05
SKU-039090,Material4090,Raw Material,Acme Corp,17.80,1630,Pending,2026-01-16
SKU-039091,Material4091,Component,Umbrella,19.17,1637,Backorder,2026-02-27
SKU-039092,Material4092,Packaging,Acme Corp,20.54,1644,Active,2026-03-11
SKU-039093,Material4093,Fixture,Umbrella,21.91,1651,Discontinued,2026-04-22
SKU-039094,Material4094,Consumable,Acme Corp,23.28,1658,Pending,2026-05-06
SKU-039095,Material4095,Raw Material,Umbrella,24.65,1665,Backorder,2026-06-17
SKU-039096,Material4096,Component,Acme Corp,26.02,1672,Active,2026-01-01
SKU-039097,Material4097,Packaging,Umbrella,27.39,1679,Discontinued,2026-02-12
SKU-039098,Material4098,Fixture,Acme Corp,28.76,1686,Pending,2026-03-23
SKU-039099,Material4099,Consumable,Umbrella,30.13,1693,Backorder,2026-04-07
SKU-039100,Material4100,Raw Material,Acme Corp,31.50,1700,Active,2026-05-18
SKU-039101,Material4101,Component,Umbrella,32.87,1707,Discontinued,2026-06-02
SKU-039102,Material4102,Packaging,Acme Corp,34.24,1714,Pending,2026-01-13
SKU-039103,Material4103,Fixture,Umbrella,35.61,1721,Backorder,2026-02-24
SKU-039104,Material4104,Consumable,Acme Corp,36.98,1728,Active,2026-03-08
SKU-039105,Material4105,Raw Material,Umbrella,38.35,1735,Discontinued,2026-04-19
SKU-039106,Material4106,Component,Acme Corp,39.72,1742,Pending,2026-05-03
SKU-039107,Material4107,Packaging,Umbrella,41.09,1749,Backorder,2026-06-14
SKU-039108,Material4108,Fixture,Acme Corp,42.46,1756,Active,2026-01-25
SKU-039109,Material4109,Consumable,Umbrella,43.83,1763,Discontinued,2026-02-09
SKU-039110,Material4110,Raw Material,Acme Corp,45.20,1770,Pending,2026-03-20
SKU-039111,Material4111,Component,Umbrella,46.57,1777,Backorder,2026-04-04
SKU-039112,Material4112,Packaging,Acme Corp,47.94,1784,Active,2026-05-15
SKU-039113,Material4113,Fixture,Umbrella,49.31,1791,Discontinued,2026-06-26
SKU-039114,Material4114,Consumable,Acme Corp,50.68,1798,Pending,2026-01-10
SKU-039115,Material4115,Raw Material,Umbrella,52.05,1805,Backorder,2026-02-21
SKU-039116,Material4116,Component,Acme Corp,53.42,1812,Active,2026-03-05
SKU-039117,Material4117,Packaging,Umbrella,54.79,1819,Discontinued,2026-04-16
SKU-039118,Material4118,Fixture,Acme Corp,56.16,1826,Pending,2026-05-27
SKU-039119,Material4119,Consumable,Umbrella,57.53,1833,Backorder,2026-06-11
SKU-039120,Material4120,Raw Material,Acme Corp,10.00,1840,Active,2026-01-22
SKU-039121,Material4121,Component,Umbrella,11.37,1847,Discontinued,2026-02-06
SKU-039122,Material4122,Packaging,Acme Corp,12.74,1854,Pending,2026-03-17
SKU-039123,Material4123,Fixture,Umbrella,14.11,1861,Backorder,2026-04-01
SKU-039124,Material4124,Consumable,Acme Corp,15.48,1868,Active,2026-05-12
SKU-039125,Material4125,Raw Material,Umbrella,16.85,1875,Discontinued,2026-06-23
SKU-039126,Material4126,Component,Acme Corp,18.22,1882,Pending,2026-01-07
SKU-039127,Material4127,Packaging,Umbrella,19.59,1889,Backorder,2026-02-18
SKU-039128,Material4128,Fixture,Acme Corp,20.96,1896,Active,2026-03-02
SKU-039129,Material4129,Consumable,Umbrella,22.33,1903,Discontinued,2026-04-13
SKU-039130,Material4130,Raw Material,Acme Corp,23.70,1910,Pending,2026-05-24
SKU-039131,Material4131,Component,Umbrella,25.07,1917,Backorder,2026-06-08
SKU-039132,Material4132,Packaging,Acme Corp,26.44,1924,Active,2026-01-19
SKU-039133,Material4133,Fixture,Umbrella,27.81,1931,Discontinued,2026-02-03
SKU-039134,Material4134,Consumable,Acme Corp,29.18,1938,Pending,2026-03-14
SKU-039135,Material4135,Raw Material,Umbrella,30.55,1945,Backorder,2026-04-25
SKU-039136,Material4136,Component,Acme Corp,31.92,1952,Active,2026-05-09
SKU-039137,Material4137,Packaging,Umbrella,33.29,1959,Discontinued,2026-06-20
SKU-039138,Material4138,Fixture,Acme Corp,34.66,1966,Pending,2026-01-04
SKU-039139,Material4139,Consumable,Umbrella,36.03,1973,Backorder,2026-02-15
SKU-039140,Material4140,Raw Material,Acme Corp,37.40,1980,Active,2026-03-26
SKU-039141,Material4141,Component,Umbrella,38.77,1987,Discontinued,2026-04-10
SKU-039142,Material4142,Packaging,Acme Corp,40.14,1994,Pending,2026-05-21
SKU-039143,Material4143,Fixture,Umbrella,41.51,1,Backorder,2026-06-05
SKU-039144,Material4144,Consumable,Acme Corp,42.88,8,Active,2026-01-16
SKU-039145,Material4145,Raw Material,Umbrella,44.25,15,Discontinued,2026-02-27
SKU-039146,Material4146,Component,Acme Corp,45.62,22,Pending,2026-03-11
SKU-039147,Material4147,Packaging,Umbrella,46.99,29,Backorder,2026-04-22
SKU-039148,Material4148,Fixture,Acme Corp,48.36,36,Active,2026-05-06
